,id,text
0,2510,"Norovirus, also known as the winter vomiting bug, is a highly contagious virus that causes gastroenteritis. Symptoms include nausea, vomiting, diarrhea, and stomach pain, which typically develop 12 to 48 hours after exposure. The virus is spread through the fecal-oral route, contaminated food and water, and person-to-person contact."
0,2511,"The Ginkgo biloba tree, native to China, is the source of ginkgolides. The root bark and leaves of the tree contain less than 0.1 to 0.25% of ginkgolide B, with ginkgolide A being the most abundant. The ginkgolides are extracted and marketed for their drug and clinical properties."
0,2512,"  Using ultrashort laser pulses, it is possible to create new states of matter that are not reachable under equilibrium conditions. These states are usually unstable and decay rapidly, but can be stable if the energy barrier to revert to the original state is large enough."
0,2513,"  Neuroangiogenesis is implicated in various pathologies, including endometriosis, brain tumors, and Alzheimer's disease. These conditions incur significant costs for the healthcare industry, highlighting the need for a complete understanding of the processes involved."
0,2514,"  Treatment for tracheomalacia depends on the severity of the condition. Mild to moderate non-life-threatening tracheomalacia can be managed with symptom relief measures such as hypertonic saline nebulizers, inhaled steroids, and antibiotics. Severe cases may require mechanical ventilation, tracheal stenting, or surgery."
0,2515,"  The diagnosis of pulmonary heart disease is made through various investigations, including chest x-ray, ECG, and thrombophilia screen. The diagnosis is not easy as both lung and heart disease can produce similar symptoms, and a differential diagnosis is necessary to rule out other conditions."
0,2516,"  Researchers at the University of Toronto have found that scyllo-inositol can block the development of amyloid-beta (Aβ) plaques in the brains of transgenic mice. It also reversed memory deficits, reduced the formation of Aβ plaques, and alleviated other symptoms associated with the accumulation of Aβ proteins in these mice."
0,2517," Relative density, also known as specific gravity, is the ratio of the density of a substance to the density of a given reference material. It is calculated by dividing the density of the substance by the density of the reference material. The reference material is usually water at its maximum density."
0,2518,  Lithium fluoride is used in liquid-fluoride nuclear reactors and as a means to record ionizing radiation exposure in thermoluminescent dosimeters. It is also used in microstructured semiconductor neutron detectors and as a coupling layer in PLED and OLEDs.
0,2519," Chronograms are sentences or inscriptions where specific letters, interpreted as numerals, stand for a particular date when rearranged. They originated from the Greek words ""chronos"" (time) and ""gramma"" (letter)."
0,2520,"  3β-HSD is a complex enzyme composed of two isozymes, HSD3B1 and HSD3B2, which are encoded by the HSD3B1 and HSD3B2 genes. The type I isoenzyme is expressed in placenta and peripheral tissues, whereas the type II isoenzyme is expressed in the adrenal gland, ovary, and testis."
0,2521,"  The cornified envelope precursor family includes genes that encode the proteins forming the cornified envelope, a cross-linked matrix that surrounds terminally differentiated squamous keratinocytes. The most abundant CE component is loricrin, while involucrin is a minor component."
0,2522,"The use of large numbers has a long history, with different cultures and languages developing their own systems for naming and representing these numbers. The short and long scales have evolved over time, with the short scale becoming widely used in the 19th and 20th centuries. Today, both scales are still in use, with different countries and regions preferring one over the other."
0,2523,"  WD 2359-434 is a nearby degenerate star, the 11th closest white dwarf to Earth, located in the constellation Phoenix. It is a single component system with a spectral class of DAP5.8."
0,2524,"  A 2006 study showed that PMD is as effective as DEET when used in insect repellents. This natural insect repellent is a viable alternative to DEET, which is commonly used in insect repellents."
0,2525," The immunostimulatory properties of CpG ODN were first identified in 1983, and since then, they have been the focus of intense research due to their ability to elicit a Type I pro-inflammatory response and their use as vaccine adjuvants."
0,2526,"  There are at least four theories to explain structural priming, including syntactic repetition, thematic congruency, derivation of subjects, and error-based learning, each attempting to describe the underlying mechanisms behind this phenomenon."
0,2527,"  Oral blood glucose lowering drugs are used to treat diabetes and are classified into biguanides, sulfonylureas, sulfonamides, and other categories. Examples of biguanides include metformin and phenformin, while sulfonylureas include glibenclamide and glipizide."
0,2528,"  The galaxy has a circumnuclear ring and a nuclear star forming ring, indicating active star formation. The central region has a stellar population of young-intermediate age, likely created by constant starburst activity. The total star formation rate is estimated to be about 4 per year."
0,2529," Over 1100 volcanic structures on Venus have been identified, with each representing a center of extrusive magma eruption. These structures include large volcanic edifices, shield volcano fields, and individual calderas. The number of preserved volcanic zones is staggering, and this is due to Venus' strong crust, which lacks water."
0,2530,"  The structure of the Salmonella typhimurium chemotaxis receptor methyltransferase CheR has been determined, revealing a two-domain protein with a nucleotide-binding fold, and providing insights into the enzyme's mechanism and function."
0,2531,"  Manganese peroxidase catalysis occurs through a series of irreversible oxidation-reduction reactions following a ping-pong mechanism with second-order kinetics. The enzyme binds to an Fe(III) ion in the heme cofactor to form an iron peroxide complex, which then binds to a monochelated Mn(II) ion to form Mn(III) and MnP Compound II."
0,2532,"  The quantum clock model can be studied analytically in one dimension using various methods, including the Kramers-Wannier duality transformation. The one-dimensional model exhibits a unique phase transition at, and the model is self-dual, meaning that the Kramers-Wannier transformation transforms the Hamiltonian to itself."
0,2533,"  There are two main types of zone plates: binary zone plates and continuous zone plates. Binary zone plates produce intensity maxima along the axis of the plate, while continuous zone plates produce a single focal point. Continuous zone plates can be used to create a transmission hologram of a converging lens."
0,2534,"  Increased levels of methemoglobin are found in blood stains, which transit from bright red to dark brown as they oxidize. This is attributed to the oxidation of oxy-hemoglobin to methemoglobin and hemichrome."
0,2535,"  Schizophyllan has been used to treat horses with active ulceration, with 90% of treated horses showing complete resolution and/or improvement in ulcerative areas, increased appetite, weight gain, and positive behavior."
0,2536,"  Fractal art has evolved over the years, from its early beginnings in the mid-1980s to the present day. The development of high-resolution color graphics and the use of fractals in digital art and animation have contributed to the growth and diversity of the genre. Fractal art has also been combined with evolutionary algorithms and has been used in fields such as texture generation and landscape generation."
0,2537," The long-string instrument is a unique musical instrument that produces a beating frequency and higher pitched natural overtones. Its length, which is longer than what a person can hear as a tone, creates a distinct sound that is often used in science fiction and film scores."
0,2538," There are two main types of skin grafts: partial-thickness skin grafts and full-thickness skin grafts. Partial-thickness skin grafts involve removing a thin layer of skin from a healthy part of the body, while full-thickness skin grafts involve removing the entire thickness of the skin."
0,2539,"  Interferome offers various tools for searching and retrieving data, including identifying gene signatures, Gene Ontology analysis, normal tissue expression analysis, regulatory analysis, and BLAST analysis."
0,2540,"  The Nasdaq Composite, a United States stock market index, first opened on February 5, 1971, at a value of 100.00. Since then, it has experienced fluctuations, including a decline after the financial crisis, but has overall trended upwards."
0,2541,"  In July 2016, two new species were described: Bothriechis nubestris and Eublepharis satpuraensis. In September 2016, several new species of lizards and frogs were described, including Tupinambis, Moridilla, Hemiandrus, Cyrtodactylus, Theloderma, Loboschiza, Aspidistra, Arisaema, and Polyspora."
0,2542,  The shapefile format is a digital vector storage format for storing geographic location and associated attribute information. It was introduced in the early 1990s and is now widely used in various GIS software.
0,2543,  Uridine and omega-3 fatty acids have been found to prevent depression in rats as effectively as antidepressant drugs. This combination may have therapeutic potential for treating depression in humans.
0,2544,"  MAP has raised human health concerns due to its ability to survive pasteurization and its presence in milk. It can also survive chlorination in municipal water supplies, making it a potential threat to public health."
0,2545," There are several examples of microgrids around the world, including the UNDP project ""Enhanced Rural Resilience in Yemen"", the Harmon'Yeu pilot program in France, the wirelessly managed microgrid in Les Anglais, Haiti, and the Mpeketoni Electricity Project in Kenya."
0,2546,"  A dial tone is a telephony signal sent by a telephone exchange or PBX to a terminating device, such as a telephone, when an off-hook condition is detected. It indicates that the exchange is working and is ready to initiate a telephone call."
0,2547,"  Antimetabolites masquerade as purines or pyrimidines, the building blocks of DNA. They prevent these substances from becoming incorporated into DNA during the S phase of the cell cycle, stopping normal development and cell division. They also affect RNA synthesis, but selectively inhibit DNA synthesis over RNA synthesis."
0,2548,"  Vanadium dioxide is prepared by comproportionation of vanadium(III) oxide and vanadium(V) oxide. The material has a distorted rutile structure at room temperature, but changes to an undistorted rutile structure above 68°C, leading to an increase in electrical conductivity and magnetic susceptibility."
0,2549,"  TMEM221 is a protein-coding gene located on chromosome 19, consisting of three exons and spanning 13,159 base pairs. It is flanked by MVB12A and AC010319.5/NXNL1."
0,2550," Recent Magellan images show over 6000 aeolian landforms on Venus, including dunes, wind streaks, and yardangs. These features illustrate the erosive effect the atmosphere has on the surface of Venus, with large dune fields and yardang fields identified on the surface."
0,2551,"  The concept of the backdoor pathway was first described in 1987 by Benjamin Eckstein and colleagues, who demonstrated that androstanediol, a direct precursor to DHT, is synthesized in immature rat testes. Since then, numerous studies have confirmed the existence and importance of this pathway in male development and disease."
0,2552,"  When power is applied, a glow discharge heats the gas in the starter, causing the bi-metallic contacts to bend and short-circuit the lamp. The contacts then open, allowing the lamp to start. The process repeats until the lamp is lit."
0,2553,"  There are several types of parasitic twins, including craniopagus, cephalopagus, and occipitalis, which are joined at the head, and fetus in fetu, where the parasitic twin is inside the autosite's body. The TRAP sequence is a rare condition where the parasitic twin receives its blood supply from the host twin."
0,2554,"  L-655,708 acts as an inverse agonist at the α1, α2, α3 and α5 subtypes of the GABAA receptor, but with much higher affinity for α5, and its efficacy as an inverse agonist is around the same at all the subtypes it binds to."
0,2555,"  Human beta-defensin-2 (hBD-2) is a key player in the defense against skin and lung infections, particularly those caused by Gram-negative bacteria. Its production and expression in response to inflammation and infection make it an important component of the local epithelial defense system."
0,2556,  The evolutionary relationships within Placidozoa are complex and involve multiple speciation events. The classification system proposed by Cavalier-Smith provides a framework for understanding the relationships between different genera and classes.
0,2557,"  KNDy neurons in the hypothalamus play a crucial role in the hormonal control of reproduction by regulating the release of gonadotropin-releasing hormone (GnRH). They coexpress kisspeptin, neurokinin B, and dynorphin, which work together to control the pulsatile release of GnRH."
0,2558,"  Diagnosis is based on histopathological examination, which distinguishes it from other conditions such as AGEP and pustular psoriasis. Treatment includes elevating the legs, topical corticosteroids, oral antibiotics, and tepid wet compresses. In severe cases, surgical intervention may be necessary."
0,2559,"  Finger binary can be used to represent various types of paired numbers, such as month and day, X-Y coordinates, or sports scores. It can also be used to show the time as hours and minutes, with the hour using 4 fingers and the minutes using 6 fingers."
0,2560,"  Synthetic polyamides are commonly used in textiles, automotive industry, carpets, kitchen utensils and sportswear due to their high durability and strength, with the transportation manufacturing industry being the major consumer."
0,2561,  Divalent anion:Na+ symporters are proteins that vary in size from 432 to 923 amino acid residues. They have 11-14 putative transmembrane α-helical spanners (TMSs) and exhibit distinct structures depending on the organism.
0,2562," Microsleeps are a sudden and temporary episode of sleep or drowsiness that can occur without warning, often when an individual is driving or operating heavy machinery. These microsleeps can be extremely dangerous, as they can cause drivers to fall asleep at the wheel, leading to accidents and fatalities."
0,2563," The Nickel-Strunz classification system is used to categorize arsenate minerals into different classes based on their chemical composition and structural features. The system divides arsenates into several classes, including those without additional anions, with small cations, with medium-sized cations, and with large cations."
0,2564,"  Hybridomas are immortal cells that result from the fusion of mortal plasma cells and immortal myeloma cells. They are used to produce monoclonal antibodies in biotechnology and are created by culturing the cells in HAT medium, which inhibits de novo synthesis of nucleic acids and kills myeloma cells that cannot switch to the salvage pathway."
0,2565,"  The haversine formula determines the great-circle distance between two points on a sphere given their longitudes and latitudes. It is a special case of a more general formula in spherical trigonometry, the law of haversines."
0,2566,"  The terminology used to describe manslaughter varies among states, with some defining it as a specific crime and others using it to describe a type of murder. Case law has also played a significant role in shaping the legal understanding of manslaughter, with notable cases such as State v. Anderson (1804) and State v. Yanz (Conn. 1901)."
0,2567,"  Colles' fractures typically occur as a result of a fall on an outstretched hand, and risk factors include osteoporosis, particularly in older adults and post-menopausal women."
0,2568," CBS is a multidomain enzyme composed of an N-terminal enzymatic domain and two CBS domains. It uses pyridoxal-phosphate (PLP) as a cofactor and is regulated by allosteric effectors such as S-adenosyl-L-methionine (adoMet). The enzyme catalyzes the first step of the transsulfuration pathway, converting homocysteine to cystathionine."
0,2569," Solutions of fluoroboric acid are used in the electroplating of tin and tin alloys. However, methanesulfonic acid is displacing the use of HBF4 in this application. HBF4 is toxic and attacks skin and eyes, and is also a corrosive substance that attacks glass."
0,2570,"  The cap set problem is a special case of Szemerédi's theorem that involves finding bounds for the size of the largest subset of a vector space over a finite field without an arithmetic progression of length k. The relative Szemerédi theorem is a generalization of Szemerédi's theorem that applies to subsets of the integers with 0 density, and has been used to prove the Green-Tao theorem on the distribution of prime numbers."
0,2571," Transmitarrays can be classified into two types: fixed and reconfigurable. Fixed transmitarrays have a single focusing direction, while reconfigurable transmitarrays can steer the beam electronically by controlling the phase shift through each unit cell."
0,2572,"  Serratiopeptidase may cause lysis of fibrin walls around abscesses, leading to local spread and potentially harmful effects. Its use in treating abscesses should be approached with caution."
0,2573,"  A viscosity solution is a continuous function that satisfies the PDE in a generalized sense. It does not need to be differentiable everywhere, and there may be points where either the derivative or the function does not exist. The definition allows for certain types of singularities and ensures the existence, uniqueness, and stability of solutions."
0,2574,"  The strictfp keyword in Java is a reserved word that was previously used to restrict floating-point calculations to ensure portability. It was introduced in Java 1.2 and removed in Java 17, making it obsolete and unused."
0,2575,"  Deficiency in L-2-hydroxyglutarate dehydrogenase in humans leads to a fatal neurometabolic disorder called 2-Hydroxyglutaric aciduria, while in plants, elevated cellular concentrations of L-2-hydroxyglutarate do not appear to cause any harm."
0,2576,"  The reaction catalyzed by Rab geranylgeranyltransferase is the transfer of geranylgeranyl groups from geranylgeranyl diphosphate to protein-cysteine, resulting in the formation of S-geranylgeranyl-protein and diphosphate."
0,2577,"There are two main derivations of Bernoulli's equation one using conservation of mass and the other using conservation of energy. Both derivations assume a steady flow and ignore viscosity, compressibility, and thermal effects."
0,2578,"  While OMP decarboxylase is a single-function enzyme in yeast and bacteria, it is part of a bifunctional enzyme called UMP synthase in mammals, which also catalyzes the preceding reaction in pyrimidine nucleotide biosynthesis."
0,2579," There are five different symmetry constructions of the snub 24-cell honeycomb, each represented by different arrangements of colored snub 24-cell, 16-cell, and 5-cell facets. The vertex figures have different symmetry generators."
0,2580,"  S-Methylmethionine is found in barley and can be converted to dimethyl sulfide (DMS) during the malt kilning process, causing an undesirable flavor in beer. The amount of SMM converted to DMS depends on the kilning process."
0,2581,"  DOB has a stereocenter and R-(–)-DOB is the eutomer. This is an important finding as it suggests that DOB targets different receptors relative to most other phenethylamines. The full name of the chemical is 2,5-dimethoxy-4-bromoamphetamine."
0,2582,"  1,1-Dichloroethene can be polymerized to form polyvinylidene chloride, a widely used product that was previously used to make cling wrap, or Saran. However, due to concerns over its potential health risks, its formulation has been changed to polyethylene."
0,2583," The concept of TIVA dates back to the mid-19th century, when equipment was developed to enable intravenous anesthesia. The first study of TIVA was done in 1872 using chloral hydrate, and propofol was licensed in 1986."
0,2584,"  The vertices of a 5-orthoplex can be represented using Cartesian coordinates, with each vertex having a unique set of coordinates centered at the origin. These coordinates can be used to visualize and manipulate the polytope."
0,2585," Heliotropium species are classified under the genus Heliotropium, which is part of the family Heliotropiaceae. The genus comprises a diverse range of species with varying characteristics."
0,2586," Defects in the beta-oxidation mechanism result in hypoketotic hyperglycemia, a symptom of starvation, due to the inefficient utilization of fatty acids as a primary source of energy. Moreover, enoyl-CoA isomerase has been linked to hepatitis C virus (HCV) infection, and its dysfunction has been correlated with HCV replication."
0,2587,"  To gain knowledge about the immunome, researchers use high-dimensional immunophenotyping technologies, which allow for the measurement of up to 100 parameters at one time. This enables the study of hundreds of known cell types within the immune system and the detection of differences in the absolute number of T cell epitopes."
0,2588,"  DQ5 β-chains combine with α-chains, encoded by genetically linked HLA-DQA1 alleles, to form the cis-haplotype isoforms. These isoforms are all HLA-DQ1 encoded by the DQA1 allele group."
0,2589,"CPT II deficiency is caused by mutations in the CPT2 gene, which encodes the CPT II enzyme. The enzyme plays a crucial role in the transport of long-chain fatty acids into the mitochondria for energy production. The mutations affect the stability and activity of the enzyme, leading to a range of symptoms including muscle weakness, pain, and fatigue. The biochemical significance of the mutations is still not fully understood, but research suggests that they may compromise the enzyme's ability to catalyze the transfer of fatty acids."
0,2590,"  1-Naphthol is a white solid organic compound with the formula C10H7OH. It is an isomer of 2-naphthol, differing by the location of the hydroxyl group on the naphthalene ring."
0,2591,"  The 7-demicubic honeycomb is related to the regular 7-cubic honeycomb and has been studied by H.S.M. Coxeter. It is also mentioned in ""Kaleidoscopes: Selected Writings of H. S. M. Coxeter"" and ""Regular and Semi-Regular Polytopes III""."
0,2592," There are several diseases that affect the sweat glands, including Fox-Fordyce disease, Frey's Syndrome, heatstroke, hidradenitis suppurativa, hyperhidrosis, and milaria rubra. These diseases can cause inflammation, infection, and abnormal sweating, and can be treated with antiperspirants, antibiotics, and other medications."
0,2593," The Coenagrionidae family of damselflies is characterized by their narrow, stalked, usually colorless and clear wings, with two antenodal cross veins and vein M3 arising nearer to nodus than arculus. They also have a black pattern and a ground color that can range from green, blue, yellow, orange, or purple."
0,2594,"The H1N1 subtype of Influenza A virus has caused several pandemics throughout history. The 1918 Spanish flu pandemic was one of the deadliest, killing an estimated 50 million people worldwide. The 1977 Russian flu pandemic and the 2009 swine flu pandemic were also significant outbreaks. The virus has continued to evolve and spread, with outbreaks reported in various countries around the world."
0,2595,"  mDia1 is a protein composed of 1255 amino acids, divided into four domains: GBD/FH3, FH1, FH2, and DAD. The FH1 and FH2 domains are responsible for actin nucleation and elongation, while the DAD domain mediates autoinhibition. mDia1 is a Rho GTPase effector protein that plays a crucial role in stress fiber formation, endocytosis, and microtubule functions."
0,2596,"  The Rhabditida order includes several notable genera, such as Pratylenchus, Radopholus, and Tylenchorhynchus. These genera are known for their unique characteristics and are often used as model organisms in scientific research."
0,2597,BMAL1 is a transcription factor that plays a crucial role in generating molecular circadian rhythms. It forms a heterodimer with CLOCK to regulate the transcription of clock genes and is essential for the functioning of the mammalian circadian clock.
0,2598,"  IGZO can be deposited as a uniform amorphous phase, retaining high carrier mobility. Its transistors are slightly photo-sensitive, but only in the deep violet to ultra-violet range, offering the possibility of a fully transparent transistor."
0,2599,"  Proline-rich protein 23C is a 262-amino acid protein with a calculated molecular weight of 27,674 Da. It has a domain of unknown function (DUF2476) that spans most of the protein."
0,2600,"  Synercid, a combination of quinupristin and dalfopristin, was approved in 1999 for the treatment of vancomycin-resistant Enterococcus faecium and complicated skin and skin structure infections. Dalfopristin can be purchased alone as a mesylate salt, and caution should be taken with concomitant use with drugs metabolized by the CYP3A4 pathway."
0,2601," DQB1*0301 is the major DQ7 allele and appears to be associated with lupus anticoagulant. DQB1*0304 is the minor DQ7 allele, with a poor typing efficiency and high cross-reaction with DQ8."
0,2602,"The royal palace of Sabi was a large building site with a platform that once supported the building. Excavations have uncovered the site, which includes water supply facilities, storage facilities, a lotus pond, and the remains of the royal palace. The site was confirmed to be the royal palace due to the discovery of a gilt-bronze waist belt, roof tiles with inscriptions of the royal court, and a monument to Liu Renyuan of Tang China."
0,2603,"  POEA is toxic to aquatic species and can affect membrane transport. It has a short half-life in soil and water, and field experiments have shown that it can cause toxicity to aquatic organisms shortly after treatment."
0,2604," The TI-83 Plus Silver Edition was released in 2001 and features a 15 MHz processor, 1.5 MB of Flash ROM, and 96 KB of additional RAM. It also includes a USB link cable and can run more applications than the standard TI-83 Plus."
0,2605," The Device Manager is a Control Panel applet that allows users to view and control hardware attached to the computer. It is the primary tool to manage device drivers. WDM has improved the functionality and ease of writing drivers for Windows, but some developers have criticized its complexity and lack of support for pure user-mode drivers."
0,2606," 5α-Reductase has a wide range of substrates, including testosterone, progesterone, androstenedione, and cortisol. The enzyme can be inhibited by steroidal and nonsteroidal compounds, including finasteride and dutasteride. These inhibitors are used to treat conditions such as benign prostatic hyperplasia and pattern hair loss."
0,2607,"  The porting of kGraft to the common live patching core provided by the Linux kernel mainline is ongoing, but has been delayed due to issues with the reliability of kernel's call stacks. A specialized sanity-check userspace utility has been developed to improve the reliability of kernel's call stacks."
0,2608," There are several logic programming languages, including Prolog, Answer Set Programming (ASP), and Datalog. These languages use a variety of syntax and semantics, but all share the common goal of using logic to represent and execute programs."
0,2609,"  The MFM image is formed by calculating the forces acting on the magnetic tip. Theoretically, the magneto-static energy of the tip-sample system can be calculated by computing the magnetization of the tip or sample in the presence of an applied magnetic field. The image is encoded in such a way that attractive forces are depicted in black, while repelling forces are coded white."
0,2610," XAVC is a recording format introduced by Sony on October 30, 2012, which will be licensed to companies that want to make XAVC products. It uses level 5.2 of H.264/MPEG-4 AVC and supports 4K resolution at up to 60 fps."
0,2611,"  The null-move heuristic can result in severe tactical blunders in certain chess positions known as zugzwang positions, where the player whose turn it is to move has only bad moves as their legal choices. To avoid this, most chess-playing programs that use the null-move heuristic put restrictions on its use."
0,2612,"  The non-linear Riccati equation can be converted to a second-order linear ordinary differential equation (ODE) by substituting y = u'/u, which leads to a linear ODE that can be solved using standard methods."
0,2613,"  The Cartesian product of graphs was first defined by Whitehead and Russell in 1912, but it was repeatedly rediscovered later by other mathematicians. The concept has been extensively studied and has many applications in graph theory and other areas of mathematics."
0,2614,"  Maleic acid participates in biochemical reactions such as nicotinate metabolism, where it is converted to fumarate by the enzyme maleate isomerase. It also reacts with thionyl chloride or phosphorus pentachloride to give the maleic acid chloride."
0,2615,"  Under regularity conditions, partial MLE is consistent and asymptotically normal. The asymptotic variance of the estimator is A−1 BA−1, where A−1 and B are functions of the conditional densities."
0,2616," Skin grafting has been practiced since ancient times, with evidence of its use found in the Ebers Papyrus of ancient Egypt and the works of Greek philosopher Celsus. Modern uses of skin grafting were described in the mid-to-late 19th century, and today it is commonly used in dermatologic surgery."
0,2617,"  Baxter permutations have several interesting properties, including a formula for their enumeration, which is graded by the number of descents in the permutations. Additionally, the number of alternating and doubly alternating Baxter permutations can be expressed in terms of Catalan numbers."
0,2618,"  Piracetam's mechanism of action is not fully understood, but it is believed to influence neuronal and vascular functions and cognitive function without acting as a sedative or stimulant. It is a positive allosteric modulator of the AMPA receptor and may also act on ion channels or ion carriers, leading to increased neuron excitability."
0,2619,"  Sestamibi is a pharmaceutical agent used in cardiac imaging to detect coronary artery disease. A MIBI scan involves injecting sestamibi into a patient and imaging the heart using a gamma camera. The scan provides two sets of images, one at rest and one during stress, which are compared to distinguish ischemic from infarcted areas of the myocardium."
0,2620,"  Popping occurs when a 3D object's transition to a different level of detail (LOD) is abrupt and noticeable to the viewer. This happens when the LOD-ing algorithm reduces the object's complexity as it moves away from the viewer, only to restore it as the viewer approaches."
0,2621,"  Over time, mathematicians have developed and refined lemmas to tackle increasingly complex problems. This text explores the historical development of lemmas, from ancient Greece to modern times, highlighting key milestones and contributions to the field."
0,2622," Some important examples of the metaplectic group include the case where G is a vector space over the reals or p-adic numbers, or over the adeles of a number field. Other examples include the case where G is a finite group, or a vector space over a local field."
0,2623," Deficiency of eosinophil peroxidase is rare and often occurs in conjunction with deficiency of myeloperoxidase. Patients with myeloperoxidase deficiency have an increased incidence of malignant tumors, but do not have a significantly increased rate of infection. The clinical relevance of eosinophil peroxidase deficiency is not well understood, but it is thought to be associated with an increased risk of infection and inflammation."
0,2624, The PGF2α-FP axis has been shown to have both pro-inflammatory and anti-inflammatory effects in animal models. The receptor is expressed in immune cells and has been shown to play a role in the development of pulmonary fibrosis and in the regulation of inflammation in the cardiovascular system.
0,2625,"  KDM1A has multiple binding partners, including GFI1B, nuclear GSK3β, and USP22, which are necessary for its demethylation activity. High levels of nuclear GSK3β promote the binding of KDM1A to USP22, leading to its accumulation and tumor progression."
0,2626,"  Recovery time for a Colles' fracture can range from two months to a year or more, depending on the degree of bone displacement, the number of bone fragments, and the individual's age, gender, and medical history."
0,2627," SBPase is inhibited by acidic conditions, oxidative damage, and inactivation from environmental stresses. The enzyme contains catalytically relevant cysteine residues that are vulnerable to irreversible oxidative carbonylation by reactive oxygen species, leading to enzyme inactivation and growth retardation."
0,2628,"  In topological vector spaces, a set is bounded if it is contained in a finite interval. However, this definition is not always equivalent to the definition of boundedness in metric spaces."
0,2629,"  PEDOT:PSS has a wide range of applications, including as a transparent, conductive polymer in photographic films, as an antistatic agent, and as an electrolyte in polymer electrolytic capacitors. It is also used as a transparent electrode in touchscreens, organic light-emitting diodes, and flexible organic solar cells."
0,2630,The USS Sabik (AK-121) was a United States Navy Crater class cargo ship named after the star Eta Ophiuchi.
0,2631,"  If a 2x2 matrix M is idempotent, then its square roots are M and -M. This is because the determinant of an idempotent matrix is zero, and its trace equals its rank, which is 1."
0,2632, Ftr1p is a 404 amino acid protein that may span the membrane seven times. It exhibits homology with other yeast open reading frames and is required for high affinity Fe2+ transport.
0,2633, The holographic principle also implies a limit on the density of information in a given volume of space. This limit is known as the Bekenstein bound and suggests that matter cannot be subdivided infinitely many times and that there must be an ultimate level of fundamental particles.
0,2634,"  The most current version of Mixminion Message Sender is 1.2.7, released on 11 February 2009. The source code was later uploaded to GitHub on 2 September 2011."
0,2635,"  The first level of Glasl's model involves win-win conflicts, where both parties can still win. This level includes stages such as tension, debate, and actions instead of words. Mediation is a strategic model for de-escalation in this level."
0,2636," There are several conditions that are equivalent to a set being finite, including the existence of a bijection with a natural number, the ability to be well-ordered, and the existence of a minimal element in a family of subsets."
0,2637,"  Velocimetry has numerous applications, including solving fluid dynamics problems, studying fluid networks, and creating new fluid flow sensors. It has also been used to control aircraft noise and determine fetal size during pregnancy."
0,2638," Deletion mutations in the GPC3 gene are associated with Simpson-Golabi-Behmel syndrome. Glypican 3 immunostaining has utility for differentiating hepatocellular carcinoma (HCC) and dysplastic changes in cirrhotic livers, with HCC staining positive and liver with dysplastic changes and/or cirrhotic changes staining negative."
0,2639,"  TPST has been found to sulfate a large number of protein substrates, including P-selectin glycoprotein ligand-1 (PSGL-1), CC-chemokine Receptor 5 (CCR5), Cholecystokinin (CCK), Factor V and Factor VIII, gastrin, and other chemokine and G-protein coupled receptors."
0,2640,"  S-type asteroids have a moderately steep slope at wavelengths shorter than 0.7 micrometres and moderate to weak absorption features around 1 and 2 micrometres. Their composition is similar to that of stony meteorites, and they are spectrally distinct from carbonaceous and metallic asteroids."
0,2641,"Carnitine palmitoyltransferase II deficiency is a rare genetic disorder characterized by an enzymatic defect that prevents long-chain fatty acids from being transported into the mitochondria. The disorder presents in three clinical forms lethal neonatal, severe infantile hepatocardiomuscular, and myopathic. The myopathic form is the most common and is triggered by physically strenuous activities and/or extended periods without food."
0,2642,"  Percussion is a clinical examination technique used to assess the condition of the thorax or abdomen. It involves tapping on a surface with the middle finger of one hand, while the other hand provides resistance with the pleximeter finger."
0,2643,"  Germyl compounds can be synthesized through various methods, including salt elimination, reduction of trichlorogermyl complexes, and gas phase reactions. The choice of method depends on the desired properties of the compound and the temperature required."
0,2644,"  Kyle Gann and La Monte Young have used a decatonic scale in 13-limit just intonation, consisting of 10 notes in a specific ratio. This scale has been explored for its unique harmonic properties."
0,2645,"  Phloroglucinol is an organic compound with the formula C6H3(OH)3, a colorless solid used in the synthesis of pharmaceuticals and explosives. It is a weak triprotic acid with a pKa of 8.5 and 8.9."
0,2646,"  The C6orf52 protein has a unique composition, being high in glutamic acid and serine residues and low in tryptophan and arginine. It also has two predicted post-translational modifications: sumoylation and phosphorylation, which may affect its functional parameters."
0,2647,"  IL-30 has been found to play a role in the regulation of prostate and breast cancer. It is expressed in both cancer cells and tumor-infiltrating leukocytes, and has been shown to promote tumor growth and progression. Targeting IL-30 may be a potential therapeutic strategy against cancer."
0,2648,"  Ontogeny has applications in various fields, including anthropology, developmental biology, and psychology. In anthropology, it is used to study the process of human development and how it shapes our understanding of ourselves and others."
0,2649," The DFT can be computed using a fast Fourier transform (FFT) algorithm, which reduces the computational complexity from O(N^2) to O(N log N). The FFT is a crucial component of many signal processing applications and is widely used in practice."
0,2650,  The TLV and other occupational exposure limits are based on available toxicology and epidemiology data to protect workers over a working lifetime. Exposure assessments are performed by occupational / industrial hygiene professionals to determine acceptable exposure levels.
0,2651,"  The growing prevalence of carbapenem-resistant Enterobacteriaceae has led to a renaissance of the use of antibiotics such as colistin. Pseudomonas aeruginosa and Acinetobacter baumannii are also resistant to carbapenems due to their expression of a wide range of resistance mechanisms, including beta lactamases and efflux pumps."
